Modelo;Acurácia;Recall (Weighted);F1-Score (Macro);Tempo Total (s)
SVM (Linear);0.8561223880152908;0.8561223880152908;0.8552635389494171;3.92
Complement Naive Bayes;0.820204819171274;0.820204819171274;0.8192477463630498;2.2
Regressão Logística;0.8572126239227849;0.8572126239227849;0.8565184544342245;4.11
